id,label
60302,1
60303,7
60304,9
60305,0
60306,8
60307,9
60308,1
60309,3
60310,4
60311,1
60312,1
60313,7
60314,1
60315,3
60316,5
60317,4
60318,7
60319,9
60320,6
60321,9
60322,2
60323,2
60324,1
60325,1
60326,4
60327,5
60328,2
60329,6
60330,5
60331,1
60332,4
60333,8
60334,9
60335,3
60336,4
60337,3
60338,4
60339,0
60340,9
60341,3
60342,7
60343,9
60344,7
60345,8
60346,5
60347,0
60348,7
60349,5
60350,8
60351,8
60352,6
60353,1
60354,9
60355,9
60356,9
60357,4
60358,7
60359,1
60360,8
60361,5
60362,4
60363,8
60364,2
60365,0
60366,5
60367,1
60368,5
60369,7
60370,9
60371,4
60372,8
60373,9
60374,7
60375,8
60376,5
60377,6
60378,4
60379,2
60380,8
60381,8
60382,0
60383,2
60384,5
60385,8
60386,6
60387,9
60388,6
60389,9
60390,5
60391,9
60392,6
60393,6
60394,5
60395,9
60396,7
60397,5
60398,6
60399,1
60400,7
60401,9
60402,3
60403,0
60404,2
60405,6
60406,9
60407,8
60408,6
60409,7
60410,8
60411,8
60412,5
60413,2
60414,7
60415,2
60416,1
60417,9
60418,7
60419,3
60420,6
60421,8
60422,2
60423,8
60424,1
60425,0
60426,1
60427,0
60428,3
60429,1
60430,2
60431,8
60432,5
60433,7
60434,2
60435,9
60436,6
60437,7
60438,8
60439,3
60440,4
60441,2
60442,3
60443,1
60444,5
60445,0
60446,6
60447,7
60448,7
60449,9
60450,9
60451,6
60452,3
60453,3
60454,0
60455,5
60456,2
60457,4
60458,3
60459,8
60460,4
60461,8
60462,9
60463,5
60464,5
60465,0
60466,1
60467,8
60468,8
60469,6
60470,5
60471,8
60472,1
60473,6
60474,2
60475,1
60476,6
60477,6
60478,3
60479,3
60480,1
60481,3
60482,7
60483,5
60484,1
60485,0
60486,1
60487,6
60488,5
60489,7
60490,0
60491,5
60492,6
60493,7
60494,9
60495,7
60496,6
60497,0
60498,0
60499,2
60500,5
60501,4
60502,3
60503,4
60504,2
60505,0
60506,6
60507,6
60508,5
60509,8
60510,7
60511,6
60512,5
60513,3
60514,7
60515,2
60516,3
60517,8
60518,1
60519,2
60520,3
60521,7
60522,3
60523,8
60524,5
60525,0
60526,1
60527,3
60528,2
60529,9
60530,6
60531,9
60532,0
60533,0
60534,8
60535,2
60536,5
60537,4
60538,0
60539,4
60540,3
60541,9
60542,7
60543,6
60544,7
60545,3
60546,4
60547,9
60548,1
60549,0
60550,9
60551,0
60552,1
60553,0
60554,5
60555,7
60556,4
60557,0
60558,3
60559,3
60560,3
60561,1
60562,6
60563,1
60564,9
60565,6
60566,3
60567,3
60568,8
60569,0
60570,9
60571,7
60572,8
60573,1
60574,6
60575,4
60576,1
60577,2
60578,7
60579,5
60580,1
60581,0
60582,6
60583,5
60584,0
60585,2
60586,3
60587,2
60588,0
60589,7
60590,1
60591,0
60592,8
60593,8
60594,6
60595,4
60596,9
60597,7
60598,1
60599,7
60600,7
60601,6
60602,8
60603,4
60604,6
60605,3
60606,9
60607,1
60608,1
60609,6
60610,0
60611,8
60612,0
60613,4
60614,6
60615,3
60616,8
60617,6
60618,2
60619,9
60620,5
60621,7
60622,7
60623,1
60624,6
60625,3
60626,2
60627,7
60628,0
60629,9
60630,7
60631,1
60632,8
60633,8
60634,5
60635,1
60636,9
60637,6
60638,8
60639,5
60640,3
60641,6
60642,0
60643,9
60644,1
60645,1
60646,0
60647,7
60648,5
60649,3
60650,8
60651,7
60652,7
60653,2
60654,1
60655,5
60656,6
60657,0
60658,2
60659,8
60660,3
60661,3
60662,0
60663,2
60664,0
60665,3
60666,6
60667,0
60668,9
60669,8
60670,0
60671,4
60672,5
60673,2
60674,4
60675,5
60676,1
60677,8
60678,0
60679,7
60680,4
60681,7
60682,9
60683,6
60684,3
60685,1
60686,4
60687,2
60688,1
60689,2
60690,8
60691,8
60692,9
60693,3
60694,0
60695,1
60696,2
60697,2
60698,4
60699,9
60700,1
60701,9
60702,3
60703,7
60704,7
60705,3
60706,8
60707,2
60708,9
60709,8
60710,0
60711,0
60712,0
60713,1
60714,7
60715,1
60716,9
60717,2
60718,0
60719,6
60720,2
60721,8
60722,0
60723,9
60724,0
60725,6
60726,2
60727,5
60728,3
60729,5
60730,6
60731,7
60732,7
60733,0
60734,0
60735,8
60736,5
60737,3
60738,8
60739,2
60740,2
60741,2
60742,3
60743,2
60744,8
60745,6
60746,7
60747,2
60748,2
60749,9
60750,4
60751,8
60752,1
60753,7
60754,3
60755,2
60756,8
60757,4
60758,8
60759,6
60760,1
60761,4
60762,3
60763,0
60764,3
60765,0
60766,2
60767,9
60768,5
60769,1
60770,7
60771,8
60772,9
60773,5
60774,7
60775,9
60776,7
60777,9
60778,2
60779,0
60780,7
60781,4
60782,6
60783,6
60784,4
60785,9
60786,0
60787,9
60788,5
60789,3
60790,5
60791,6
60792,0
60793,3
60794,4
60795,0
60796,4
60797,5
60798,1
60799,7
60800,9
60801,5
60802,7
60803,1
60804,8
60805,2
60806,3
60807,6
60808,3
60809,1
60810,0
60811,0
60812,2
60813,6
60814,2
60815,0
60816,1
60817,7
60818,0
60819,9
60820,1
60821,3
60822,3
60823,5
60824,5
60825,3
60826,2
60827,0
60828,9
60829,2
60830,6
60831,6
60832,9
60833,4
60834,3
60835,3
60836,2
60837,1
60838,9
60839,0
60840,1
60841,4
60842,8
60843,9
60844,0
60845,9
60846,2
60847,3
60848,7
60849,4
60850,1
60851,0
60852,3
60853,0
60854,3
60855,8
60856,8
60857,9
60858,5
60859,0
60860,0
60861,1
60862,7
60863,8
60864,6
60865,2
60866,9
60867,4
60868,6
60869,6
60870,3
60871,9
60872,0
60873,6
60874,3
60875,3
60876,4
60877,1
60878,5
60879,7
60880,6
60881,1
60882,4
60883,9
60884,1
60885,3
60886,0
60887,0
60888,6
60889,3
60890,4
60891,4
60892,3
60893,6
60894,0
60895,5
60896,1
60897,6
60898,5
60899,3
60900,3
60901,3
60902,2
60903,9
60904,2
60905,5
60906,8
60907,3
60908,9
60909,1
60910,7
60911,3
60912,2
60913,1
60914,1
60915,4
60916,4
60917,9
60918,5
60919,2
60920,9
60921,7
60922,0
60923,0
60924,7
60925,6
60926,6
60927,3
60928,3
60929,6
60930,1
60931,4
60932,9
60933,7
60934,3
60935,6
60936,6
60937,3
60938,1
60939,2
60940,5
60941,8
60942,0
60943,8
60944,9
60945,4
60946,4
60947,6
60948,6
60949,8
60950,2
60951,4
60952,6
60953,5
60954,6
60955,5
60956,2
60957,2
60958,6
60959,3
60960,5
60961,8
60962,9
60963,0
60964,6
60965,2
60966,4
60967,4
60968,0
60969,8
60970,7
60971,5
60972,5
60973,6
60974,0
60975,2
60976,4
60977,0
60978,0
60979,9
60980,0
60981,6
60982,1
60983,9
60984,1
60985,2
60986,1
60987,7
60988,9
60989,9
60990,1
60991,1
60992,8
60993,8
60994,8
60995,4
60996,2
60997,4
60998,5
60999,5
61000,7
61001,1
61002,2
61003,4
61004,8
61005,2
61006,9
61007,7
61008,3
61009,4
61010,3
61011,6
61012,4
61013,5
61014,0
61015,0
61016,3
61017,0
61018,2
61019,9
61020,0
61021,7
61022,0
61023,4
61024,9
61025,0
61026,5
61027,3
61028,2
61029,9
61030,3
61031,0
61032,6
61033,0
61034,6
61035,6
61036,1
61037,3
61038,4
61039,3
61040,7
61041,1
61042,1
61043,9
61044,2
61045,7
61046,4
61047,5
61048,2
61049,2
61050,5
61051,7
61052,5
61053,5
61054,8
61055,4
61056,6
61057,1
61058,3
61059,3
61060,7
61061,6
61062,8
61063,0
61064,1
61065,5
61066,6
61067,5
61068,9
61069,2
61070,9
61071,4
61072,1
61073,7
61074,3
61075,2
61076,8
61077,9
61078,5
61079,4
61080,9
61081,5
61082,1
61083,6
61084,7
61085,3
61086,0
61087,5
61088,9
61089,6
61090,3
61091,9
61092,7
61093,3
61094,5
61095,9
61096,0
61097,1
61098,9
61099,1
61100,6
61101,1
61102,6
61103,2
61104,1
61105,9
61106,1
61107,7
61108,1
61109,4
61110,3
61111,5
61112,3
61113,4
61114,9
61115,3
61116,8
61117,2
61118,9
61119,0
61120,1
61121,5
61122,1
61123,6
61124,5
61125,0
61126,2
61127,1
61128,8
61129,7
61130,6
61131,9
61132,9
61133,1
61134,4
61135,7
61136,1
61137,6
61138,0
61139,0
61140,5
61141,4
61142,5
61143,9
61144,1
61145,7
61146,8
61147,9
61148,0
61149,5
61150,3
61151,8
61152,6
61153,9
61154,6
61155,7
61156,5
61157,5
61158,8
61159,4
61160,9
61161,2
61162,8
61163,5
61164,3
61165,7
61166,2
61167,3
61168,3
61169,7
61170,3
61171,6
61172,6
61173,9
61174,1
61175,9
61176,3
61177,8
61178,1
61179,2
61180,1
61181,1
61182,3
61183,1
61184,7
61185,7
61186,4
61187,9
61188,0
61189,1
61190,1
61191,4
61192,1
61193,8
61194,3
61195,7
61196,7
61197,9
61198,3
61199,9
61200,3
61201,2
61202,5
61203,4
61204,1
61205,2
61206,5
61207,1
61208,3
61209,9
61210,4
61211,4
61212,6
61213,4
61214,8
61215,3
61216,6
61217,1
61218,1
61219,1
61220,4
61221,3
61222,9
61223,9
61224,9
61225,5
61226,2
61227,7
61228,7
61229,5
61230,8
61231,7
61232,8
61233,8
61234,8
61235,4
61236,4
61237,4
61238,2
61239,1
61240,2
61241,8
61242,6
61243,2
61244,2
61245,9
61246,8
61247,8
61248,1
61249,1
61250,5
61251,9
61252,2
61253,4
61254,8
61255,2
61256,2
61257,9
61258,0
61259,3
61260,4
61261,8
61262,1
61263,0
61264,2
61265,5
61266,0
61267,1
61268,7
61269,7
61270,2
61271,1
61272,8
61273,1
61274,2
61275,2
61276,4
61277,7
61278,8
61279,7
61280,5
61281,9
61282,9
61283,0
61284,9
61285,4
61286,2
61287,1
61288,5
61289,0
61290,2
61291,2
61292,6
61293,7
61294,1
61295,2
61296,3
61297,1
61298,3
61299,3
61300,2
61301,3
61302,9
61303,4
61304,2
61305,0
61306,8
61307,5
61308,6
61309,3
61310,7
61311,0
61312,3
61313,3
61314,2
61315,1
61316,3
61317,5
61318,3
61319,6
61320,5
61321,3
61322,0
61323,1
61324,3
61325,0
61326,2
61327,9
61328,4
61329,8
61330,5
61331,5
61332,8
61333,4
61334,4
61335,7
61336,5
61337,4
61338,7
61339,0
61340,4
61341,6
61342,6
61343,4
61344,4
61345,6
61346,8
61347,2
61348,4
61349,7
61350,7
61351,1
61352,4
61353,1
61354,1
61355,5
61356,9
61357,6
61358,4
61359,0
61360,0
61361,5
61362,1
61363,2
61364,6
61365,7
61366,1
61367,3
61368,9
61369,7
61370,1
61371,3
61372,9
61373,5
61374,0
61375,9
61376,8
61377,1
61378,6
61379,8
61380,2
61381,1
61382,3
61383,0
61384,8
61385,8
61386,5
61387,3
61388,3
61389,8
61390,4
61391,8
61392,7
61393,8
61394,2
61395,6
61396,9
61397,0
61398,9
61399,9
61400,9
61401,4
61402,0
61403,2
61404,0
61405,6
61406,4
61407,9
61408,0
61409,7
61410,6
61411,9
61412,6
61413,2
61414,4
61415,1
61416,8
61417,1
61418,4
61419,4
61420,5
61421,9
61422,4
61423,6
61424,0
61425,0
61426,5
61427,3
61428,0
61429,2
61430,8
61431,1
61432,3
61433,0
61434,5
61435,3
61436,0
61437,3
61438,7
61439,1
61440,9
61441,7
61442,2
61443,4
61444,0
61445,3
61446,5
61447,6
61448,3
61449,2
61450,7
61451,7
61452,3
61453,4
61454,1
61455,8
61456,4
61457,4
61458,6
61459,6
61460,2
61461,1
61462,0
61463,5
61464,9
61465,9
61466,7
61467,3
61468,5
61469,5
61470,4
61471,2
61472,3
61473,9
61474,9
61475,6
61476,8
61477,6
61478,4
61479,2
61480,7
61481,3
61482,3
61483,6
61484,2
61485,3
61486,4
61487,6
61488,6
61489,0
61490,3
61491,6
61492,3
61493,9
61494,2
61495,1
61496,2
61497,9
61498,7
61499,6
61500,6
61501,6
61502,4
61503,0
61504,4
61505,6
61506,9
61507,4
61508,6
61509,2
61510,7
61511,3
61512,9
61513,3
61514,8
61515,7
61516,9
61517,3
61518,7
61519,3
61520,6
61521,7
61522,6
61523,4
61524,8
61525,8
61526,8
61527,1
61528,2
61529,4
61530,1
61531,6
61532,6
61533,1
61534,8
61535,7
61536,4
61537,8
61538,5
61539,3
61540,0
61541,1
61542,7
61543,4
61544,3
61545,6
61546,3
61547,1
61548,5
61549,1
61550,3
61551,8
61552,8
61553,8
61554,9
61555,5
61556,6
61557,1
61558,3
61559,4
61560,9
61561,5
61562,4
61563,2
61564,2
61565,2
61566,8
61567,5
61568,7
61569,1
61570,9
61571,4
61572,3
61573,1
61574,5
61575,6
61576,6
61577,9
61578,6
61579,1
61580,3
61581,9
61582,6
61583,7
61584,3
61585,8
61586,4
61587,0
61588,7
61589,5
61590,9
61591,9
61592,9
61593,1
61594,8
61595,3
61596,6
61597,2
61598,2
61599,3
61600,1
61601,0
61602,5
61603,1
61604,3
61605,4
61606,1
61607,2
61608,0
61609,0
61610,6
61611,1
61612,8
61613,4
61614,9
61615,8
61616,1
61617,0
61618,1
61619,5
61620,9
61621,1
61622,2
61623,6
61624,6
61625,4
61626,1
61627,1
61628,8
61629,2
61630,4
61631,4
61632,9
61633,9
61634,8
61635,5
61636,1
61637,2
61638,6
61639,4
61640,6
61641,6
61642,9
61643,4
61644,6
61645,7
61646,3
61647,0
61648,5
61649,0
61650,9
61651,8
61652,9
61653,4
61654,3
61655,4
61656,9
61657,7
61658,0
61659,1
61660,3
61661,7
61662,0
61663,0
61664,1
61665,1
61666,8
61667,3
61668,2
61669,1
61670,7
61671,1
61672,0
61673,0
61674,0
61675,8
61676,5
61677,3
61678,4
61679,0
61680,2
61681,2
61682,2
61683,2
61684,1
61685,3
61686,5
61687,3
61688,2
61689,7
61690,4
61691,7
61692,1
61693,5
61694,2
61695,9
61696,1
61697,9
61698,1
61699,7
61700,3
61701,6
61702,1
61703,9
61704,7
61705,6
61706,1
61707,3
61708,4
61709,9
61710,5
61711,6
61712,5
61713,1
61714,8
61715,8
61716,4
61717,3
61718,0
61719,3
61720,7
61721,2
61722,7
61723,4
61724,5
61725,1
61726,7
61727,0
61728,1
61729,6
61730,6
61731,7
61732,8
61733,5
61734,4
61735,2
61736,3
61737,6
61738,0
61739,0
61740,6
61741,3
61742,4
61743,5
61744,9
61745,6
61746,2
61747,6
61748,5
61749,9
61750,1
61751,3
61752,7
61753,6
61754,4
61755,0
61756,2
61757,9
61758,2
61759,6
61760,1
61761,5
61762,0
61763,9
61764,9
61765,7
61766,8
61767,6
61768,8
61769,5
61770,6
61771,6
61772,1
61773,6
61774,2
61775,0
61776,0
61777,5
61778,2
61779,5
61780,0
61781,4
61782,9
61783,5
61784,1
61785,9
61786,7
61787,9
61788,4
61789,1
61790,5
61791,1
61792,2
61793,8
61794,2
61795,8
61796,2
61797,2
61798,8
61799,1
61800,5
61801,3
61802,0
61803,9
61804,0
61805,0
61806,3
61807,9
61808,0
61809,3
61810,7
61811,9
61812,1
61813,3
61814,7
61815,6
61816,2
61817,4
61818,0
61819,0
61820,4
61821,1
61822,8
61823,3
61824,8
61825,1
61826,3
61827,0
61828,4
61829,0
61830,0
61831,5
61832,6
61833,0
61834,7
61835,2
61836,4
61837,5
61838,8
61839,0
61840,3
61841,8
61842,9
61843,0
61844,3
61845,0
61846,7
61847,9
61848,8
61849,8
61850,7
61851,3
61852,4
61853,8
61854,8
61855,5
61856,3
61857,9
61858,2
61859,5
61860,5
61861,2
61862,8
61863,9
61864,8
61865,2
61866,0
61867,1
61868,5
61869,3
61870,8
61871,7
61872,7
61873,8
61874,3
61875,2
61876,9
61877,7
61878,7
61879,7
61880,9
61881,4
61882,2
61883,1
61884,5
61885,1
61886,0
61887,4
61888,0
61889,4
61890,7
61891,1
61892,8
61893,5
61894,8
61895,4
61896,9
61897,9
61898,8
61899,7
61900,1
61901,0
61902,5
61903,1
61904,5
61905,9
61906,9
61907,9
61908,9
61909,5
61910,8
61911,2
61912,7
61913,4
61914,3
61915,0
61916,6
61917,1
61918,3
61919,9
61920,8
61921,2
61922,4
61923,6
61924,3
61925,2
61926,3
61927,3
61928,1
61929,2
61930,5
61931,3
61932,8
61933,7
61934,6
61935,1
61936,7
61937,0
61938,0
61939,7
61940,8
61941,7
61942,3
61943,1
61944,2
61945,9
61946,6
61947,3
61948,4
61949,9
61950,5
61951,1
61952,0
61953,7
61954,6
61955,4
61956,1
61957,2
61958,6
61959,7
61960,5
61961,9
61962,6
61963,6
61964,1
61965,0
61966,2
61967,9
61968,3
61969,9
61970,7
61971,4
61972,9
61973,6
61974,4
61975,9
61976,1
61977,3
61978,5
61979,7
61980,9
61981,2
61982,5
61983,9
61984,7
61985,4
61986,9
61987,8
61988,4
61989,5
61990,4
61991,1
61992,6
61993,9
61994,5
61995,9
61996,3
61997,1
61998,5
61999,7
62000,8
62001,1
62002,6
62003,5
62004,7
62005,0
62006,4
62007,3
62008,0
62009,5
62010,4
62011,1
62012,6
62013,6
62014,6
62015,3
62016,7
62017,2
62018,3
62019,7
62020,0
62021,1
62022,2
62023,1
62024,1
62025,8
62026,6
62027,1
62028,3
62029,4
62030,4
62031,9
62032,4
62033,4
62034,2
62035,0
62036,1
62037,7
62038,1
62039,8
62040,3
62041,9
62042,6
62043,2
62044,4
62045,4
62046,4
62047,6
62048,2
62049,7
62050,1
62051,9
62052,6
62053,3
62054,9
62055,8
62056,3
62057,4
62058,1
62059,5
62060,1
62061,1
62062,5
62063,2
62064,1
62065,5
62066,0
62067,2
62068,7
62069,9
62070,8
62071,1
62072,9
62073,6
62074,8
62075,3
62076,6
62077,8
62078,9
62079,6
62080,5
62081,9
62082,5
62083,1
62084,3
62085,0
62086,1
62087,9
62088,6
62089,3
62090,0
62091,7
62092,4
62093,2
62094,7
62095,0
62096,6
62097,2
62098,8
62099,4
62100,6
62101,4
62102,4
62103,6
62104,7
62105,3
62106,8
62107,9
62108,7
62109,5
62110,7
62111,0
62112,5
62113,9
62114,9
62115,4
62116,9
62117,0
62118,4
62119,0
62120,2
62121,9
62122,2
62123,1
62124,0
62125,1
62126,3
62127,5
62128,3
62129,2
62130,1
62131,5
62132,2
62133,7
62134,0
62135,2
62136,4
62137,3
62138,2
62139,9
62140,5
62141,0
62142,7
62143,5
62144,7
62145,8
62146,0
62147,5
62148,1
62149,0
62150,0
62151,7
62152,8
62153,3
62154,1
62155,0
62156,2
62157,1
62158,9
62159,1
62160,6
62161,6
62162,6
62163,7
62164,0
62165,2
62166,7
62167,9
62168,8
62169,6
62170,9
62171,4
62172,2
62173,3
62174,4
62175,4
62176,6
62177,2
62178,7
62179,2
62180,5
62181,2
62182,1
62183,2
62184,3
62185,4
62186,3
62187,4
62188,0
62189,9
62190,5
62191,9
62192,0
62193,9
62194,4
62195,6
62196,2
62197,4
62198,0
62199,5
62200,3
62201,4
62202,1
62203,2
62204,5
62205,4
62206,8
62207,2
62208,1
62209,8
62210,8
62211,6
62212,1
62213,2
62214,2
62215,5
62216,9
62217,1
62218,8
62219,2
62220,9
62221,5
62222,4
62223,9
62224,7
62225,0
62226,3
62227,6
62228,5
62229,8
62230,4
62231,6
62232,0
62233,3
62234,7
62235,3
62236,3
62237,0
62238,2
62239,6
62240,1
62241,0
62242,0
62243,8
62244,4
62245,7
62246,9
62247,4
62248,7
62249,7
62250,6
62251,2
62252,6
62253,9
62254,4
62255,6
62256,7
62257,5
62258,4
62259,3
62260,0
62261,8
62262,3
62263,5
62264,4
62265,1
62266,1
62267,6
62268,0
62269,4
62270,4
62271,4
62272,5
62273,9
62274,1
62275,9
62276,1
62277,0
62278,1
62279,5
62280,4
62281,0
62282,3
62283,4
62284,6
62285,4
62286,3
62287,9
62288,7
62289,7
62290,6
62291,9
62292,2
62293,9
62294,0
62295,8
62296,6
62297,2
62298,2
62299,8
62300,3
62301,5
62302,2
62303,7
62304,2
62305,5
62306,7
62307,0
62308,3
62309,0
62310,8
62311,8
62312,6
62313,8
62314,5
62315,3
62316,0
62317,9
62318,0
62319,6
62320,4
62321,5
62322,1
62323,9
62324,1
62325,1
62326,5
62327,6
62328,6
62329,9
62330,5
62331,5
62332,4
62333,6
62334,2
62335,7
62336,0
62337,0
62338,1
62339,2
62340,5
62341,3
62342,3
62343,0
62344,8
62345,4
62346,6
62347,0
62348,6
62349,1
62350,1
62351,2
62352,5
62353,5
62354,9
62355,1
62356,3
62357,9
62358,2
62359,2
62360,9
62361,3
62362,3
62363,1
62364,1
62365,8
62366,9
62367,6
62368,7
62369,1
62370,3
62371,4
62372,7
62373,7
62374,3
62375,6
62376,7
62377,6
62378,8
62379,0
62380,6
62381,8
62382,8
62383,1
62384,7
62385,5
62386,0
62387,0
62388,1
62389,4
62390,4
62391,8
62392,7
62393,7
62394,0
62395,3
62396,4
62397,6
62398,1
62399,3
62400,3
62401,5
62402,0
62403,7
62404,3
62405,6
62406,8
62407,9
62408,5
62409,5
62410,8
62411,9
62412,3
62413,3
62414,2
62415,6
62416,3
62417,9
62418,4
62419,0
62420,2
62421,6
62422,4
62423,6
62424,5
62425,0
62426,7
62427,3
62428,6
62429,4
62430,5
62431,5
62432,3
62433,0
62434,0
62435,3
62436,0
62437,1
62438,7
62439,5
62440,5
62441,6
62442,0
62443,0
62444,9
62445,6
62446,1
62447,3
62448,1
62449,4
62450,7
62451,9
62452,3
62453,2
62454,2
62455,3
62456,0
62457,5
62458,1
62459,1
62460,1
62461,3
62462,7
62463,8
62464,0
62465,7
62466,9
62467,9
62468,8
62469,7
62470,1
62471,5
62472,8
62473,5
62474,1
62475,0
62476,9
62477,9
62478,0
62479,2
62480,5
62481,9
62482,3
62483,7
62484,7
62485,4
62486,7
62487,8
62488,3
62489,0
62490,5
62491,4
62492,9
62493,0
62494,4
62495,6
62496,6
62497,2
62498,8
62499,0
62500,5
62501,3
62502,6
62503,4
62504,3
62505,1
62506,9
62507,1
62508,5
62509,7
62510,3
62511,0
62512,3
62513,3
62514,6
62515,4
62516,3
62517,4
62518,7
62519,8
62520,3
62521,9
62522,2
62523,4
62524,1
62525,2
62526,7
62527,7
62528,4
62529,2
62530,1
62531,3
62532,6
62533,8
62534,0
62535,2
62536,6
62537,7
62538,7
62539,3
62540,8
62541,5
62542,0
62543,8
62544,8
62545,4
62546,6
62547,5
62548,7
62549,0
62550,6
62551,1
62552,6
62553,8
62554,0
62555,4
62556,7
62557,9
62558,6
62559,0
62560,1
62561,3
62562,9
62563,0
62564,3
62565,5
62566,1
62567,0
62568,3
62569,6
62570,4
62571,4
62572,8
62573,3
62574,2
62575,6
62576,6
62577,2
62578,4
62579,6
62580,7
62581,3
62582,6
62583,0
62584,1
62585,3
62586,7
62587,6
62588,2
62589,3
62590,7
62591,0
62592,7
62593,5
62594,7
62595,0
62596,8
62597,6
62598,8
62599,7
62600,1
62601,8
62602,2
62603,0
62604,5
62605,9
62606,9
62607,1
62608,8
62609,6
62610,7
62611,1
62612,8
62613,3
62614,5
62615,1
62616,2
62617,8
62618,7
62619,1
62620,7
62621,3
62622,3
62623,8
62624,0
62625,7
62626,8
62627,0
62628,7
62629,9
62630,9
62631,1
62632,3
62633,5
62634,7
62635,2
62636,4
62637,3
62638,8
62639,4
62640,1
62641,0
62642,9
62643,3
62644,3
62645,0
62646,5
62647,5
62648,1
62649,5
62650,2
62651,0
62652,7
62653,8
62654,2
62655,3
62656,2
62657,0
62658,2
62659,0
62660,4
62661,1
62662,2
62663,1
62664,2
62665,7
62666,0
62667,8
62668,6
62669,7
62670,5
62671,9
62672,8
62673,0
62674,2
62675,1
62676,3
62677,0
62678,8
62679,2
62680,8
62681,7
62682,1
62683,3
62684,3
62685,8
62686,3
62687,4
62688,4
62689,4
62690,8
62691,5
62692,6
62693,0
62694,2
62695,1
62696,8
62697,6
62698,7
62699,3
62700,3
62701,4
62702,9
62703,0
62704,3
62705,4
62706,9
62707,5
62708,4
62709,0
62710,6
62711,5
62712,2
62713,8
62714,9
62715,2
62716,2
62717,0
62718,7
62719,0
62720,2
62721,4
62722,2
62723,7
62724,2
62725,4
62726,8
62727,5
62728,2
62729,8
62730,5
62731,5
62732,1
62733,9
62734,1
62735,7
62736,2
62737,5
62738,1
62739,4
62740,2
62741,9
62742,7
62743,3
62744,1
62745,3
62746,4
62747,2
62748,7
62749,2
62750,8
62751,1
62752,8
62753,9
62754,2
62755,0
62756,2
62757,9
62758,5
62759,0
62760,0
62761,4
62762,2
62763,2
62764,3
62765,8
62766,2
62767,3
62768,6
62769,7
62770,3
62771,3
62772,9
62773,1
62774,2
62775,1
62776,0
62777,7
62778,6
62779,7
62780,7
62781,1
62782,5
62783,7
62784,5
62785,2
62786,3
62787,8
62788,0
62789,7
62790,4
62791,5
62792,3
62793,0
62794,7
62795,6
62796,1
